product_id,product_name,brand,category_id,category_name,category_description,sku_id,sku_name,sku_image,sku_description,color,aggregateRating
P0042,Chrono Ultra 686,BlueRiver,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00100,Chrono Ultra 686 - Maroon,https://cdn.example.com/images/sku00100.jpg,BlueRiver Chrono Ultra 686 in Maroon. Designed for smartwatches users. Rating 3.2/5.,Maroon,3.2
P0043,Pulse Pro 205,Contoso,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00101,Pulse Pro 205 - Yellow,https://cdn.example.com/images/sku00101.jpg,Contoso Pulse Pro 205 in Yellow. Designed for wireless earbuds users. Rating 3.6/5.,Yellow,3.6
P0043,Pulse Pro 205,Contoso,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00102,Pulse Pro 205 - Blue,https://cdn.example.com/images/sku00102.jpg,Contoso Pulse Pro 205 in Blue. Designed for wireless earbuds users. Rating 3.4/5.,Blue,3.4
P0043,Pulse Pro 205,Contoso,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00103,Pulse Pro 205 - Teal,https://cdn.example.com/images/sku00103.jpg,Contoso Pulse Pro 205 in Teal. Designed for wireless earbuds users. Rating 3.4/5.,Teal,3.4
P0043,Pulse Pro 205,Contoso,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00104,Pulse Pro 205 - Yellow,https://cdn.example.com/images/sku00104.jpg,Contoso Pulse Pro 205 in Yellow. Designed for wireless earbuds users. Rating 3.6/5.,Yellow,3.6
P0044,Voyager Lite 657,Fabrikam,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00105,Voyager Lite 657 - Teal,https://cdn.example.com/images/sku00105.jpg,Fabrikam Voyager Lite 657 in Teal. Designed for travel backpacks users. Rating 5.0/5.,Teal,5.0
P0044,Voyager Lite 657,Fabrikam,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00106,Voyager Lite 657 - Gray,https://cdn.example.com/images/sku00106.jpg,Fabrikam Voyager Lite 657 in Gray. Designed for travel backpacks users. Rating 3.7/5.,Gray,3.7
P0044,Voyager Lite 657,Fabrikam,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00107,Voyager Lite 657 - Black,https://cdn.example.com/images/sku00107.jpg,Fabrikam Voyager Lite 657 in Black. Designed for travel backpacks users. Rating 3.2/5.,Black,3.2
P0044,Voyager Lite 657,Fabrikam,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00108,Voyager Lite 657 - Green,https://cdn.example.com/images/sku00108.jpg,Fabrikam Voyager Lite 657 in Green. Designed for travel backpacks users. Rating 3.4/5.,Green,3.4
P0045,Runner X 611,Tailwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00109,Runner X 611 - Yellow,https://cdn.example.com/images/sku00109.jpg,Tailwind Runner X 611 in Yellow. Designed for running shoes users. Rating 4.5/5.,Yellow,4.5
P0045,Runner X 611,Tailwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00110,Runner X 611 - Yellow,https://cdn.example.com/images/sku00110.jpg,Tailwind Runner X 611 in Yellow. Designed for running shoes users. Rating 3.9/5.,Yellow,3.9
P0045,Runner X 611,Tailwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00111,Runner X 611 - Gray,https://cdn.example.com/images/sku00111.jpg,Tailwind Runner X 611 in Gray. Designed for running shoes users. Rating 3.2/5.,Gray,3.2
P0045,Runner X 611,Tailwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00112,Runner X 611 - Navy,https://cdn.example.com/images/sku00112.jpg,Tailwind Runner X 611 in Navy. Designed for running shoes users. Rating 3.4/5.,Navy,3.4
P0046,Chrono X 533,Contoso,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00113,Chrono X 533 - Yellow,https://cdn.example.com/images/sku00113.jpg,Contoso Chrono X 533 in Yellow. Designed for smartwatches users. Rating 3.9/5.,Yellow,3.9
P0046,Chrono X 533,Contoso,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00114,Chrono X 533 - Teal,https://cdn.example.com/images/sku00114.jpg,Contoso Chrono X 533 in Teal. Designed for smartwatches users. Rating 4.8/5.,Teal,4.8
P0047,City Flex 869,Aster,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00115,City Flex 869 - Maroon,https://cdn.example.com/images/sku00115.jpg,Aster City Flex 869 in Maroon. Designed for daypacks users. Rating 4.8/5.,Maroon,4.8
P0048,Voyager Flex 419,Nimbus,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00116,Voyager Flex 419 - Orange,https://cdn.example.com/images/sku00116.jpg,Nimbus Voyager Flex 419 in Orange. Designed for travel backpacks users. Rating 4.4/5.,Orange,4.4
P0048,Voyager Flex 419,Nimbus,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00117,Voyager Flex 419 - Gray,https://cdn.example.com/images/sku00117.jpg,Nimbus Voyager Flex 419 in Gray. Designed for travel backpacks users. Rating 3.3/5.,Gray,3.3
P0048,Voyager Flex 419,Nimbus,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00118,Voyager Flex 419 - Orange,https://cdn.example.com/images/sku00118.jpg,Nimbus Voyager Flex 419 in Orange. Designed for travel backpacks users. Rating 4.3/5.,Orange,4.3
P0049,Hoops Edge 583,WideWorld,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00119,Hoops Edge 583 - Orange,https://cdn.example.com/images/sku00119.jpg,WideWorld Hoops Edge 583 in Orange. Designed for basketball shoes users. Rating 4.1/5.,Orange,4.1
P0049,Hoops Edge 583,WideWorld,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00120,Hoops Edge 583 - Black,https://cdn.example.com/images/sku00120.jpg,WideWorld Hoops Edge 583 in Black. Designed for basketball shoes users. Rating 3.6/5.,Black,3.6
P0049,Hoops Edge 583,WideWorld,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00121,Hoops Edge 583 - Blue,https://cdn.example.com/images/sku00121.jpg,WideWorld Hoops Edge 583 in Blue. Designed for basketball shoes users. Rating 3.9/5.,Blue,3.9
P0050,City Max 453,Aster,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00122,City Max 453 - Teal,https://cdn.example.com/images/sku00122.jpg,Aster City Max 453 in Teal. Designed for daypacks users. Rating 3.4/5.,Teal,3.4
P0050,City Max 453,Aster,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00123,City Max 453 - Purple,https://cdn.example.com/images/sku00123.jpg,Aster City Max 453 in Purple. Designed for daypacks users. Rating 4.6/5.,Purple,4.6
P0050,City Max 453,Aster,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00124,City Max 453 - Maroon,https://cdn.example.com/images/sku00124.jpg,Aster City Max 453 in Maroon. Designed for daypacks users. Rating 3.3/5.,Maroon,3.3
P0050,City Max 453,Aster,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00125,City Max 453 - White,https://cdn.example.com/images/sku00125.jpg,Aster City Max 453 in White. Designed for daypacks users. Rating 3.6/5.,White,3.6
